lr,lc,rc,ld,rd,lnnz,rnnz,sp_smdm,bz_smsm,bz_smdm
65704,32754,5418,0.00041097,0.3,884460,53241882,29828,56699,30479
46498,92174,22576,0.00056263,0.01,2411438,20810150,108724,46109,326058
67996,74079,25691,0.00082185,0.005,4139756,9515970,193726,45662,622865
134117,56959,3187,0.00056263,0.17,4298113,30869237,55633,83940,103961
14088,40146,9306,0.00018467,0.05,104447,18680935,6945,4230,11181
132622,40003,6124,0.00160539,0.001,8517214,245012,175835,3280,375050
9428,79619,3270,0.01084252,0.17,8139530,44265384,35959,34246,141460
47833,52281,11377,0.00047003,0.07,1175454,41636774,42560,57138,100447
17759,43288,7453,0.00860544,0.05,6615729,16133031,65941,25215,259192
108906,15711,17154,0.01084252,0.15,18552295,40427531,844903,676572,2024098
14207,68075,5440,0.00019487,0.1,188471,37033719,6835,6235,11087
75829,19839,6834,0.00047003,0.23,707123,31187796,16901,56670,33238
132886,46334,10865,0.00041097,0.13,2530438,65450372,99769,208418,213491
58668,24638,17499,0.00015297,0.1,221120,43117639,30209,26881,44458
45899,68790,21627,0.00018467,0.03,583089,44633018,53557,41914,97592
110908,9919,2423,0.00034241,0.17,376693,4086753,4567,12555,9649
1848,64745,16631,0.00056263,0.05,67333,53840833,12493,4246,19803
88271,43157,2548,0.00860544,0.23,32782779,25300589,183288,182443,494181
110773,70145,9952,0.00013363,0.01,1038344,6981359,34606,10493,92557
80589,17498,3604,0.00082487,0.1,1163260,6306695,10013,25353,29122
60033,5445,19816,0.01084252,0.1,3544630,10791564,111165,160081,379537
120839,50527,8780,0.00860544,0.07,52542048,31057297,1393595,461181,3114824
47657,37735,34926,0.02533638,0.05,45564267,65898346,2443637,705458,8334521
114591,3158,7411,0.00034241,0.2,123935,4682145,8646,13073,15212
147238,54911,7528,0.00296184,0.005,23946767,2067108,676385,69058,1307578
65896,58582,31178,0.00041097,0.01,1586481,18265074,103810,43071,317329
27913,2456,40722,0.00082185,0.3,56347,30007520,18590,41676,28206
51879,20800,7173,0.00082487,0.17,890141,25365116,18396,47865,39058
82569,34669,1964,0.00160539,0.07,4595645,4767716,22599,24767,55189
26689,24945,10348,0.00082282,0.13,547816,33558389,10804,33941,35540
69007,15791,15563,0.00047003,0.01,512212,2457758,21593,6432,57888
126844,9195,7845,0.00860544,0.23,10037895,16593706,235619,275244,539254
97040,37392,8669,0.00031941,0.13,1159001,42140629,37409,82931,74126
35502,24051,4006,0.00370564,0.005,3164192,481860,18176,3600,68167
99035,1713,8476,0.00370564,0.01,628689,145215,15490,3000,39826
47609,17518,6995,0.00018467,0.15,154020,18381625,9894,10680,15336
15716,2209,30840,0.00491597,0.23,170693,15671446,12087,49719,31245
90031,42915,12382,0.00860544,0.0005,33249145,265703,938475,18425,2415754
92784,3657,10555,0.00491597,0.07,1668300,2702430,36429,69169,110946
72808,7536,17654,0.00160539,0.01,880926,1330565,33094,11742,98161
49206,24341,33758,0.00082185,0.07,984397,57522333,79051,153299,215862
48234,38463,11680,0.00491597,0.15,9120364,67391809,167870,185310,567868
29071,47644,32600,0.00019487,0.005,269912,7766110,42208,3136,63568
70405,70789,18242,0.00491597,0.01,24501130,12913979,754033,173860,2423968
15945,4543,23783,0.01084252,0.17,785460,18368965,27496,54377,106741
108206,17348,17904,0.00001651,0.15,30993,46592178,32045,7177,30245
149626,45170,4273,0.00056263,0.01,3802617,1930446,59326,15209,124990
47984,11376,32542,0.00018467,0.15,100812,55533733,43254,52002,46086
57185,54797,7778,0.00008429,0.05,264131,21313253,18117,8250,28520
108780,87037,3489,0.00078778,0.005,7458617,1518731,77276,13113,183227
42134,16316,15230,0.00078778,0.2,541575,49701570,25530,73870,52831
108694,4562,8293,0.00182521,0.1,905216,3784246,19948,48441,54430
73775,21308,10383,0.00108175,0.15,1700523,33188048,37852,116107,105876
134344,70936,12491,0.00370564,0.03,35314202,26582231,1552728,337141,3174760
131168,42895,2656,0.00108175,0.07,6086553,7977656,58246,48953,126187
37091,39964,23441,0.00160539,0.05,2379772,46842246,98055,122772,326827
94025,48230,6778,0.00082185,0.17,3727057,55580602,85333,118636,164722
64727,24398,9444,0.00041097,0.3,649017,69131561,46482,71921,41937
55613,22163,18833,0.00015297,0.13,188550,54264914,32687,44369,44802
39133,73689,1855,0.00013363,0.23,385354,31451652,3181,7725,6501
121529,30410,5983,0.00370564,0.23,13695378,41849822,267728,285551,561753
61415,6437,15333,0.00860544,0.25,3402262,24677007,89064,181503,283926
55830,57401,36756,0.00018467,0.01,591827,21098951,74679,20522,174433
145427,2617,6079,0.00370564,0.25,1410590,3978226,24438,94940,63564
127514,19452,15773,0.00001651,0.13,40953,39889860,31441,6940,30612
54878,11686,33633,0.00019487,0.07,124976,27514033,31880,27021,51036
21847,12959,27956,0.00160539,0.13,454553,47099860,30363,81903,76321
102049,59862,757,0.00860544,0.3,52569961,13603705,102311,105282,238673
122009,43256,15992,0.00056263,0.001,2969398,691785,137736,3010,353844
7477,74246,8160,0.00056263,0.1,312379,60586863,11437,8585,22849
3304,87024,2203,0.00370564,0.13,1065607,24929437,5461,3806,15866
31988,35124,7572,0.00082282,0.15,924518,39896408,11563,38450,41750
129561,4065,5094,0.00013363,0.2,70381,4141777,6645,4661,9750
52997,59347,18456,0.00163948,0.005,5156583,5476661,157879,34037,512186
91693,38945,5109,0.00001651,0.2,58958,39797735,19202,5127,21956
39809,16387,8566,0.00182521,0.07,1190744,9826828,17921,33282,61166
22403,63795,26881,0.00082487,0.03,1178949,51448535,57816,57760,212506
24576,25126,48683,0.00008429,0.05,52051,61162927,46382,23141,61331
22084,19077,47798,0.00163948,0.005,690756,4559461,53955,11610,192023
131957,57529,5698,0.00296184,0.15,22484692,49174524,451091,284663,912849
63427,28680,20661,0.00082487,0.05,1500565,29629834,64903,107419,190964
101773,66197,4228,0.00000464,0.25,31260,69978179,4685,3407,28617
104640,11798,5374,0.00082282,0.01,1015889,634117,14449,3600,40014
139418,13043,14408,0.00108175,0.27,1967151,50741036,92645,285744,208857
48188,4012,28849,0.00108175,0.01,209165,1157612,18997,3651,46310
73266,19537,13652,0.00082185,0.23,1176437,61349870,52874,147765,97754
126406,52269,6702,0.00047003,0.17,3105554,59560352,79255,145200,155580
59911,37530,20157,0.00001651,0.07,37122,52955082,35805,4958,45493
70938,6237,4544,0.00013363,0.23,59130,6519541,4125,4115,6244
127148,16270,4320,0.00108175,0.2,2237850,14058140,26738,77931,68895
105338,18403,7308,0.00002088,0.25,40477,33625627,19112,5371,20153
117448,25664,11411,0.00001651,0.23,49765,67357941,38105,10190,31805
8770,83468,22375,0.00952101,0.001,6969995,1867678,209253,10412,816333
140433,42083,8565,0.00860544,0.13,50857044,46859173,1424733,687641,2999027
60333,88658,1913,0.00041097,0.27,2198308,45797142,7878,20852,26344
58182,38661,6290,0.00019487,0.15,438343,36481471,22487,31320,21228
108087,12610,3734,0.00041097,0.3,560157,14129721,9354,35120,22541
138847,26064,5323,0.00078778,0.03,2850930,4162554,46113,34498,116383
100883,19361,2857,0.00041097,0.27,802715,14939784,8761,33885,17456
133909,29650,11143,0.00952101,0.17,37802616,56171555,1303947,816153,2803943
90314,79836,19085,0.00082185,0.03,5925899,45711071,278657,206115,730775
70094,61867,23852,0.00182521,0.005,7915102,7378372,317594,69313,1028615
113424,5936,9464,0.00082282,0.13,554023,7304292,18685,45741,43630
102978,88696,1633,0.00002483,0.25,226792,36225958,3404,7365,5520
112053,84912,15214,0.00078778,0.005,7495561,6459476,331366,45948,793643
104040,52796,11297,0.00001651,0.1,90689,59646665,40079,9198,34151
143145,6771,14880,0.00013363,0.25,129536,25192654,27596,39018,39361
19752,5998,36986,0.00031941,0.13,37848,28844166,14359,17687,21553
85454,49826,824,0.00047003,0.07,2001331,2875681,3432,6517,11521
73228,31311,712,0.00182521,0.03,4184969,669062,5549,4353,17587
27990,14511,16266,0.00163948,0.13,665920,30686207,28554,55084,62377
63926,58698,21431,0.00047003,0.03,1763726,37740518,86094,101397,245909
88263,89988,2534,0.00078778,0.23,6257109,52448941,58639,59596,111238
127492,67894,8994,0.00019487,0.07,1686812,42746615,58923,86096,148601
44037,46903,4576,0.00034241,0.23,707257,49369804,25689,24740,31645
116957,18109,5848,0.00491597,0.15,10412286,15887125,181132,164020,392604
117129,37728,9504,0.00008429,0.1,372484,35857637,31138,34186,29814
54745,18215,8454,0.00163948,0.3,1634891,46202415,37951,80632,76469
88155,79258,19942,0.00018467,0.005,1290299,7903096,71163,14398,198703
58500,72396,2366,0.00491597,0.3,20820430,51394195,77516,113845,259288
78441,27920,14057,0.00952101,0.13,20851937,51025114,520580,434655,1572873
136233,91496,888,0.00082185,0.05,10244319,4062949,35740,18203,71834
134040,9258,2760,0.00491597,0.01,6100521,255554,57039,12710,121570
94741,3356,15316,0.00491597,0.15,1563061,7710242,53350,149334,151154
45728,52231,6071,0.00491597,0.2,11741599,63419426,138506,122161,369161
25845,6614,29098,0.01084252,0.2,1853575,38494486,78693,146114,280707
94177,8312,10788,0.00031941,0.25,250056,22421007,19914,56150,17318
147930,31432,996,0.00031941,0.07,1485205,2193518,5399,9109,13536
